Age,Gender,Tenure,MonthlyCharges,Contract,PaymentMethod,TotalCharges,Churn,Prediction,Segment
72,1,51,82.2,0,0,4196.67,1,1,At Risk
65,1,72,117.81,0,3,8448.57,0,0,Loyal
44,1,41,108.5,0,1,4377.08,1,0,Loyal
49,1,16,33.84,2,1,544.09,0,0,Dormant
66,0,49,55.34,1,1,2760.1,0,0,Loyal
40,0,33,29.48,2,0,942.54,0,0,Loyal
44,0,38,49.67,1,0,1961.17,0,0,Loyal
42,0,4,123.59,0,1,531.95,1,1,At Risk
46,0,48,61.88,0,2,2981.54,0,0,Loyal
41,0,56,122.95,1,3,6878.54,0,0,Loyal
33,0,56,125.84,2,2,7022.97,0,0,Loyal
33,0,27,45.62,1,0,1230.21,0,0,Loyal
45,1,5,93.54,0,0,482.93,0,0,Dormant
37,0,67,21.44,1,0,1440.9,0,0,Loyal
70,0,70,37.62,0,2,2650.94,0,0,Loyal
36,2,26,105.92,2,0,2709.49,0,0,Loyal
27,1,33,89.05,0,2,2965.09,0,0,Loyal
43,2,34,31.07,0,3,1060.53,1,0,Loyal
77,1,41,33.88,0,2,1364.51,0,0,Loyal
19,0,7,81.8,0,3,613.6,1,1,At Risk
20,0,69,79.19,0,2,5351.49,0,0,Loyal
56,0,72,74.81,0,3,5293.62,1,1,At Risk
73,0,41,103.89,1,3,4327.66,1,1,At Risk
19,1,56,123.09,0,1,6995.58,0,0,Loyal
42,0,46,86.91,0,3,3929.92,0,0,Loyal
62,0,6,111.0,1,3,772.45,1,1,At Risk
21,1,6,31.92,2,1,187.84,0,0,Dormant
32,0,13,58.2,0,1,709.18,0,0,Dormant
35,1,7,112.99,2,0,750.13,1,1,At Risk
24,1,25,89.12,2,1,2269.7,0,0,Loyal
44,1,52,20.01,0,2,1025.87,1,1,At Risk
35,1,34,68.4,0,3,2297.43,0,0,Loyal
24,1,20,107.86,2,0,2205.17,1,1,At Risk
73,0,64,111.92,1,0,7144.31,0,0,Loyal
46,1,28,80.76,1,3,2232.2,0,0,Loyal
58,1,65,80.4,0,0,5223.58,0,0,Loyal
79,1,67,56.55,0,0,3795.99,1,0,Loyal
77,0,58,145.56,2,3,8364.75,1,0,Loyal
61,1,35,76.66,1,2,2646.64,0,0,Loyal
76,1,29,80.22,2,2,2253.01,0,0,Loyal
50,1,38,140.02,1,2,5248.91,0,0,Loyal
19,0,54,68.89,0,0,3722.75,0,0,Loyal
35,2,35,109.69,1,2,3852.71,0,0,Loyal
63,1,27,86.5,2,3,2243.57,0,0,Loyal
40,1,50,18.02,0,3,862.96,0,0,Loyal
23,1,67,138.31,0,2,9314.71,0,0,Loyal
80,0,48,129.65,0,0,6202.93,1,1,At Risk
79,1,4,29.01,2,3,109.03,0,0,Dormant
60,1,6,144.49,0,2,805.98,1,1,At Risk
42,1,21,65.79,1,1,1405.1,0,0,Dormant
36,0,61,42.5,0,1,2673.53,0,0,Loyal
25,0,67,25.49,0,3,1704.84,0,0,Loyal
70,1,25,52.76,0,1,1390.36,0,0,Loyal
54,1,1,120.6,0,1,89.28,1,1,At Risk
43,1,5,148.9,2,0,813.86,1,1,At Risk
46,0,20,106.72,0,1,2132.75,0,0,Dormant
76,0,68,121.79,0,2,8287.45,1,1,At Risk
45,0,66,137.99,0,2,9226.44,1,1,At Risk
70,0,3,42.09,2,3,112.64,0,0,Dormant
73,0,42,118.67,2,2,4991.96,1,0,Loyal
24,1,48,29.4,1,2,1416.78,0,0,Loyal
76,0,19,141.99,0,3,2683.21,0,0,Dormant
77,1,53,31.89,1,3,1650.63,0,0,Loyal
72,1,16,101.5,1,0,1617.01,0,0,Dormant
53,1,39,91.04,1,0,3520.96,0,0,Loyal
79,0,12,135.82,2,0,1634.17,1,1,At Risk
32,0,30,125.72,0,1,3803.85,1,1,At Risk
71,1,45,144.83,1,3,6474.3,0,0,Loyal
78,1,52,138.63,0,1,7282.43,1,1,At Risk
50,1,36,76.55,1,2,2740.31,0,0,Loyal
71,1,49,108.14,0,2,5309.06,1,1,At Risk
22,1,71,36.15,0,0,2494.86,0,0,Loyal
46,1,40,74.08,0,3,2970.8,1,1,At Risk
34,0,48,32.97,1,2,1563.01,0,0,Loyal
62,0,47,76.01,1,2,3401.97,0,0,Loyal
44,1,68,138.13,0,0,9371.15,0,0,Loyal
34,1,38,108.49,1,3,4138.66,1,1,At Risk
68,1,54,55.38,0,2,3053.12,1,1,At Risk
21,1,3,51.41,2,3,138.76,0,0,Dormant
66,1,66,16.55,1,0,1079.76,0,0,Loyal
29,0,61,72.27,1,3,4444.81,0,0,Loyal
79,0,55,78.85,0,3,4383.46,0,0,Loyal
75,0,54,68.7,0,0,3715.92,0,0,Loyal
40,1,40,131.32,0,3,5165.65,0,0,Loyal
67,0,67,69.06,0,2,4573.94,0,0,Loyal
28,0,39,47.64,2,2,1910.46,0,0,Loyal
53,0,68,78.96,1,1,5369.92,0,0,Loyal
29,1,38,24.22,0,1,964.2,0,0,Loyal
26,1,71,130.9,2,2,9253.55,0,0,Loyal
41,0,32,110.05,0,2,3565.31,1,1,At Risk
35,1,31,66.58,0,0,1988.15,0,0,Loyal
44,1,11,123.64,0,2,1300.87,1,1,At Risk
76,0,4,133.15,1,1,452.58,1,1,At Risk
26,0,7,43.76,0,2,365.7,1,1,At Risk
50,1,37,72.06,0,1,2649.29,1,0,Loyal
23,1,15,76.11,0,1,1170.82,0,0,Dormant
68,1,24,17.27,2,2,429.32,0,0,Dormant
50,1,53,88.22,2,0,4766.48,0,0,Loyal
57,0,61,94.98,1,1,5832.51,0,0,Loyal
23,1,36,148.87,2,3,5362.79,0,0,Loyal
21,0,48,57.84,0,2,2794.87,1,1,At Risk
20,1,63,149.61,0,2,9423.95,0,0,Loyal
30,1,28,109.68,0,2,3062.23,1,1,At Risk
43,0,18,83.95,2,1,1520.02,0,0,Dormant
51,1,58,61.16,2,1,3551.69,0,0,Loyal
30,1,57,27.56,0,0,1584.57,1,1,At Risk
70,2,23,72.47,1,2,1589.05,0,0,Dormant
64,1,28,56.11,0,2,1547.82,0,0,Loyal
25,1,20,95.11,2,1,1909.75,0,0,Dormant
29,0,15,76.24,0,3,1067.26,1,1,At Risk
25,1,62,119.74,2,3,7364.27,0,0,Loyal
36,1,48,99.96,0,0,4804.47,1,0,Loyal
58,0,4,118.78,0,0,424.8,1,1,At Risk
27,1,65,86.87,1,0,5697.12,0,0,Loyal
49,1,51,16.91,2,3,860.25,0,0,Loyal
38,0,18,52.25,1,2,934.13,0,0,Dormant
40,0,55,71.4,2,3,3933.47,0,0,Loyal
44,1,8,127.57,2,0,1073.35,1,1,At Risk
42,0,34,23.97,1,2,790.12,0,0,Loyal
24,1,20,43.44,2,2,923.14,0,0,Dormant
59,1,43,27.76,1,3,1234.3,0,0,Loyal
52,2,31,123.36,1,0,3858.4,0,0,Loyal
19,1,15,27.85,1,0,394.25,0,0,Dormant
45,0,12,97.19,2,2,1176.9,0,0,Dormant
24,0,7,113.84,0,3,734.9,1,1,At Risk
59,0,52,59.12,0,3,3089.13,0,0,Loyal
57,0,44,10.14,2,2,404.7,0,0,Loyal
29,1,33,32.57,1,2,1089.63,0,0,Loyal
77,2,50,75.83,0,3,3887.87,0,0,Loyal
69,1,56,13.63,0,2,810.99,0,0,Loyal
34,0,64,38.98,1,2,2407.13,0,0,Loyal
39,1,54,114.04,2,2,6223.07,1,1,At Risk
26,0,37,127.92,0,2,4666.91,1,1,At Risk
69,0,57,121.68,0,2,6885.4,0,0,Loyal
20,2,45,80.21,0,1,3636.53,0,0,Loyal
39,1,15,147.07,1,2,2198.2,0,0,Dormant
71,0,30,149.02,0,2,4527.01,0,0,Loyal
53,2,17,146.96,0,0,2625.34,0,0,Dormant
56,1,22,110.4,2,3,2444.56,0,0,Dormant
76,1,26,102.55,0,0,2730.51,1,1,At Risk
35,2,13,117.25,2,0,1515.74,0,0,Dormant
34,0,14,113.88,0,2,1662.48,1,1,At Risk
44,0,47,26.12,1,2,1306.02,0,0,Loyal
71,1,21,28.22,0,2,576.89,0,0,Dormant
52,1,57,14.12,1,2,877.36,0,0,Loyal
49,1,49,137.08,0,2,6708.8,1,1,At Risk
20,1,18,57.26,0,1,993.53,0,0,Dormant
30,0,5,103.07,0,3,526.07,1,1,At Risk
34,1,50,51.28,0,3,2597.15,1,1,At Risk
78,1,29,16.54,2,0,433.75,0,0,Loyal
35,1,41,75.07,1,3,3069.38,0,0,Loyal
68,1,44,82.5,0,2,3620.55,0,0,Loyal
34,1,70,88.29,1,2,6155.33,0,0,Loyal
73,0,12,112.26,0,3,1354.31,0,0,Dormant
65,0,27,114.5,2,3,2992.01,0,0,Loyal
33,1,43,102.62,0,3,4418.76,1,1,At Risk
39,1,8,31.19,0,0,268.77,0,0,Dormant
42,0,52,148.43,0,2,7676.22,1,1,At Risk
18,1,61,88.55,1,0,5411.86,0,0,Loyal
44,0,55,117.15,1,2,6458.8,1,1,At Risk
31,0,43,35.53,0,3,1503.44,0,0,Loyal
45,1,66,83.16,1,3,5520.28,0,0,Loyal
64,0,15,12.78,1,3,167.7,0,0,Dormant
53,0,66,43.18,2,2,2905.59,0,0,Loyal
69,0,70,121.94,0,2,8492.04,1,1,At Risk
70,0,11,63.82,0,1,661.74,1,1,At Risk
60,0,28,60.89,2,2,1628.47,0,0,Loyal
67,1,44,82.52,0,2,3682.14,0,0,Loyal
49,0,66,93.21,2,2,6181.56,0,0,Loyal
46,0,19,35.64,0,2,718.29,0,0,Dormant
34,1,47,115.75,0,2,5454.37,1,1,At Risk
45,1,60,50.25,0,0,2975.97,1,1,At Risk
58,1,26,49.89,0,1,1186.07,1,1,At Risk
38,1,67,141.47,1,2,9529.42,1,1,At Risk
41,1,45,57.84,0,2,2627.33,1,1,At Risk
63,0,46,36.69,1,1,1689.18,0,0,Loyal
77,1,59,24.56,0,0,1499.91,0,0,Loyal
52,1,4,107.18,2,2,485.21,0,0,Dormant
37,2,24,22.59,0,3,496.54,0,0,Dormant
69,1,15,124.92,2,3,1840.44,1,1,At Risk
39,0,1,49.9,2,1,105.24,0,0,Dormant
21,0,50,51.82,0,2,2541.44,1,1,At Risk
33,1,53,41.06,1,2,2169.21,0,0,Loyal
38,0,47,43.77,0,2,2061.7,0,0,Loyal
61,0,28,118.51,0,3,3327.4,0,0,Loyal
79,1,11,128.66,0,2,1406.42,1,1,At Risk
38,1,28,40.72,0,3,1127.25,0,0,Loyal
57,2,1,133.7,0,1,129.1,1,1,At Risk
58,1,6,39.02,0,1,229.14,0,0,Dormant
28,1,46,61.31,0,1,2885.87,0,1,At Risk
73,1,27,135.28,0,1,3650.44,0,0,Loyal
77,1,31,67.35,1,2,2037.12,0,0,Loyal
54,1,15,53.55,2,1,753.59,0,0,Dormant
61,0,41,57.92,0,3,2347.59,1,1,At Risk
77,0,6,35.85,0,3,272.32,1,1,At Risk
39,1,48,32.61,0,2,1628.79,0,0,Loyal
37,1,38,132.65,2,3,5080.37,0,0,Loyal
19,0,26,35.06,0,0,940.04,0,0,Loyal
60,1,62,20.89,0,2,1280.76,0,0,Loyal
28,1,34,65.6,0,1,2230.37,1,1,At Risk
38,1,3,143.87,0,2,452.69,1,1,At Risk
50,1,54,35.43,1,3,1831.76,0,0,Loyal
66,0,2,117.33,0,0,233.43,1,1,At Risk
34,0,42,118.78,0,1,4978.46,0,0,Loyal
53,0,19,44.91,0,3,908.26,0,0,Dormant
31,1,36,135.68,0,2,4832.07,0,0,Loyal
54,1,6,112.54,0,0,667.48,1,1,At Risk
48,1,20,37.81,1,1,800.64,0,0,Dormant
21,1,32,47.99,1,2,1571.13,0,0,Loyal
23,2,54,82.51,0,3,4459.76,1,1,At Risk
67,0,30,27.32,0,1,834.15,0,0,Loyal
38,0,21,94.1,0,2,1939.19,0,0,Dormant
30,1,18,69.84,0,3,1269.99,0,1,At Risk
55,1,3,16.36,1,2,7.38,1,1,At Risk
32,0,46,96.23,0,2,4418.8,0,0,Loyal
22,1,3,125.39,0,1,420.04,1,1,At Risk
55,0,66,84.33,2,2,5665.06,0,0,Loyal
41,0,23,89.7,0,0,1935.06,1,1,At Risk
35,2,60,124.08,0,3,7607.93,0,0,Loyal
46,1,54,131.43,0,2,7051.14,1,1,At Risk
49,1,45,51.64,1,3,2291.56,0,0,Loyal
24,0,56,129.27,0,0,7268.89,0,0,Loyal
47,1,17,107.72,0,2,1838.5,1,1,At Risk
55,1,3,88.79,0,3,248.06,0,0,Dormant
43,1,43,34.07,0,2,1406.74,1,1,At Risk
25,0,22,39.55,0,3,878.16,0,0,Dormant
42,0,55,127.22,2,2,7047.07,0,0,Loyal
47,1,5,12.81,0,3,38.88,0,0,Dormant
41,0,48,18.5,0,1,943.41,1,1,At Risk
47,0,9,94.23,2,2,896.87,1,0,Dormant
22,0,70,127.19,1,0,8960.68,0,0,Loyal
21,1,27,74.43,1,1,1958.83,0,0,Loyal
68,1,29,51.34,2,0,1497.76,0,0,Loyal
59,1,24,62.72,1,0,1502.54,0,0,Dormant
26,1,9,17.3,0,0,117.22,0,0,Dormant
72,1,21,20.62,0,2,457.17,1,0,Dormant
50,0,56,16.03,1,2,901.97,0,0,Loyal
68,1,26,101.44,1,3,2570.35,0,0,Loyal
46,1,18,86.66,2,2,1602.54,0,0,Dormant
48,1,33,12.62,0,0,454.68,0,0,Loyal
61,1,47,145.14,0,3,6766.48,0,0,Loyal
36,0,66,42.58,0,2,2818.46,1,1,At Risk
62,0,48,118.39,0,2,5632.43,1,1,At Risk
71,0,46,114.47,0,3,5184.91,1,1,At Risk
64,0,33,93.71,0,3,3109.2,1,1,At Risk
78,2,2,123.6,1,0,238.98,1,1,At Risk
19,1,21,38.04,1,1,750.0,0,0,Dormant
37,1,26,136.26,0,0,3469.41,1,1,At Risk
29,1,61,137.83,0,2,8479.02,0,0,Loyal
67,1,62,29.92,0,2,1832.84,0,0,Loyal
38,0,48,133.54,0,0,6336.24,1,1,At Risk
78,0,26,49.97,0,2,1343.26,0,0,Loyal
48,1,17,67.42,2,0,1138.57,0,0,Dormant
53,2,66,86.52,0,2,5651.13,1,0,Loyal
37,1,24,126.63,0,3,3016.29,1,1,At Risk
61,0,27,131.09,1,0,3562.46,0,0,Loyal
37,0,39,63.0,1,2,2369.14,0,0,Loyal
62,0,44,98.93,1,3,4349.76,0,0,Loyal
53,1,22,14.34,2,3,296.25,0,0,Dormant
63,0,47,126.24,0,3,5958.93,1,1,At Risk
70,1,65,143.23,2,0,9331.82,0,0,Loyal
35,0,37,107.36,0,3,4042.99,0,0,Loyal
23,1,51,80.07,1,3,4056.23,0,0,Loyal
50,2,39,21.1,1,1,814.11,0,0,Loyal
27,0,38,108.6,1,3,4118.25,0,0,Loyal
35,0,2,92.62,1,3,148.27,0,0,Dormant
68,0,23,70.06,1,0,1619.34,0,0,Dormant
51,0,2,84.33,0,2,207.37,1,1,At Risk
32,1,13,118.76,0,2,1539.01,1,1,At Risk
20,0,42,131.43,2,1,5585.04,0,0,Loyal
25,0,52,23.11,1,1,1155.93,0,0,Loyal
68,0,71,121.87,1,1,8651.21,0,0,Loyal
28,1,44,59.12,0,2,2522.83,0,0,Loyal
63,0,17,68.98,0,3,1148.15,0,0,Dormant
49,0,7,117.51,0,0,914.57,1,1,At Risk
65,1,62,121.72,0,2,7589.64,1,1,At Risk
59,0,6,17.07,0,3,169.92,1,1,At Risk
34,1,36,96.51,0,0,3531.91,0,0,Loyal
64,1,70,38.19,0,3,2641.02,0,0,Loyal
47,1,39,113.4,0,2,4380.1,1,1,At Risk
60,2,2,117.75,0,0,213.57,1,1,At Risk
25,2,6,140.18,0,1,907.58,1,1,At Risk
57,2,56,52.85,0,1,2977.86,1,1,At Risk
24,0,49,113.05,0,0,5513.65,1,1,At Risk
37,0,19,134.56,0,3,2546.82,1,1,At Risk
29,1,29,37.08,2,1,1023.04,0,0,Loyal
38,1,56,84.99,0,2,4845.22,1,1,At Risk
45,0,19,55.75,0,2,1078.87,0,0,Dormant
45,1,7,131.77,0,1,937.41,1,1,At Risk
76,1,41,98.21,0,3,4084.16,1,1,At Risk
79,1,55,19.51,2,2,1239.75,0,0,Loyal
33,0,8,50.55,0,2,438.72,1,1,At Risk
65,2,54,135.63,1,2,7291.03,0,0,Loyal
27,0,65,85.67,1,3,5506.31,0,0,Loyal
71,0,12,11.61,1,2,106.45,0,0,Dormant
39,1,7,87.72,0,2,603.07,1,1,At Risk
24,1,4,29.23,0,0,130.47,1,1,At Risk
21,0,64,91.5,2,3,5775.44,0,0,Loyal
41,0,56,87.71,0,2,4888.0,0,0,Loyal
51,1,12,21.41,1,0,268.97,0,0,Dormant
58,1,36,43.44,0,1,1559.03,1,1,At Risk
64,0,16,34.0,0,3,513.55,0,0,Dormant
71,1,55,58.42,0,2,3164.55,0,0,Loyal
31,0,65,134.27,0,3,8679.14,1,1,At Risk
61,0,15,93.42,1,1,1346.09,0,0,Dormant
66,0,33,49.03,0,0,1662.09,0,0,Loyal
80,0,19,85.14,1,3,1709.57,0,0,Dormant
34,0,33,122.84,0,1,4066.96,0,0,Loyal
62,1,66,118.77,1,3,7830.36,0,0,Loyal
25,0,25,148.14,1,3,3722.87,0,0,Loyal
59,1,53,31.53,0,1,1694.18,0,0,Loyal
75,1,1,101.5,2,3,135.07,1,1,At Risk
30,0,8,81.97,0,1,656.24,0,0,Dormant
24,1,24,69.91,0,3,1721.73,0,0,Dormant
20,1,20,98.51,0,3,1999.98,0,0,Dormant
41,0,62,149.83,0,3,9338.98,0,0,Loyal
64,1,28,135.68,2,3,3825.87,0,0,Loyal
41,1,60,91.44,0,0,5522.27,1,1,At Risk
78,1,54,19.66,1,2,1107.36,0,0,Loyal
24,1,51,131.1,2,3,6686.47,0,0,Loyal
47,0,72,36.58,0,3,2540.99,0,0,Loyal
22,0,53,102.2,0,1,5431.64,0,0,Loyal
57,1,70,109.02,0,0,7694.9,1,1,At Risk
38,1,20,93.37,0,2,1784.31,0,0,Dormant
66,1,33,20.32,0,0,651.78,0,0,Loyal
25,1,53,124.74,0,2,6578.38,0,0,Loyal
24,1,7,58.13,0,1,437.96,1,1,At Risk
56,1,34,23.23,1,2,719.41,0,0,Loyal
19,0,57,116.22,0,2,6628.76,1,1,At Risk
60,0,41,53.74,0,0,2271.73,0,0,Loyal
29,0,1,25.56,2,2,-16.2,1,1,At Risk
45,0,54,18.5,1,1,980.79,0,0,Loyal
61,0,50,148.43,1,2,7420.31,0,0,Loyal
36,1,72,125.81,1,2,9086.6,0,0,Loyal
45,1,58,118.0,1,3,6904.55,0,0,Loyal
52,1,47,80.32,1,2,3816.27,0,0,Loyal
29,0,71,39.83,1,3,2864.91,0,0,Loyal
45,1,67,122.04,0,3,8195.37,1,1,At Risk
76,1,38,99.07,0,3,3877.35,1,1,At Risk
43,1,3,99.1,0,3,258.61,1,1,At Risk
55,1,30,46.53,0,3,1401.37,0,0,Loyal
23,0,6,21.67,0,3,127.04,0,1,At Risk
36,0,69,25.11,0,0,1802.37,0,0,Loyal
44,0,46,22.47,2,2,999.48,0,0,Loyal
70,1,3,141.33,0,3,359.93,1,1,At Risk
26,1,64,24.43,0,2,1562.35,0,0,Loyal
72,0,4,80.15,0,3,315.57,1,1,At Risk
58,1,14,84.18,0,3,1169.08,0,0,Dormant
67,1,5,112.06,1,0,498.9,0,0,Dormant
27,0,14,142.51,0,2,1919.71,0,0,Dormant
27,1,69,142.48,0,2,9716.71,0,1,At Risk
50,0,50,11.53,2,0,633.38,0,0,Loyal
35,0,41,85.01,1,2,3418.93,0,0,Loyal
71,0,48,45.2,0,1,2198.11,0,0,Loyal
27,0,56,101.7,0,2,5722.97,1,1,At Risk
24,1,61,50.5,0,1,3022.18,1,1,At Risk
57,1,51,12.34,0,1,486.74,0,0,Loyal
49,1,23,96.36,0,3,2148.5,0,0,Dormant
60,1,64,125.09,2,2,7914.22,0,0,Loyal
71,1,50,100.84,0,2,5020.88,1,1,At Risk
23,0,52,53.34,2,2,2814.54,0,0,Loyal
36,1,63,147.68,2,1,9290.65,1,1,At Risk
80,0,39,116.21,2,0,4588.81,0,0,Loyal
58,1,20,65.49,0,0,1367.96,1,1,At Risk
60,0,38,44.45,2,0,1610.33,0,0,Loyal
51,0,48,20.23,1,1,1039.14,0,0,Loyal
60,1,2,39.21,1,2,88.51,1,1,At Risk
79,1,24,40.51,1,0,952.21,0,0,Dormant
22,1,5,101.3,0,2,549.36,1,1,At Risk
36,1,57,140.98,1,3,7999.15,0,0,Loyal
66,1,48,121.84,0,2,5837.31,1,1,At Risk
67,0,48,34.47,1,2,1652.02,0,0,Loyal
71,0,34,92.12,0,2,3155.86,0,0,Loyal
31,1,60,129.04,0,1,7691.41,1,1,At Risk
27,0,9,18.03,0,2,187.41,0,1,At Risk
66,1,71,93.38,0,1,6645.71,0,0,Loyal
28,0,23,47.01,0,3,1068.93,0,0,Dormant
48,1,22,111.58,2,3,2483.67,0,0,Dormant
19,1,24,34.12,0,3,818.21,1,1,At Risk
27,0,58,44.36,0,0,2582.06,0,0,Loyal
38,2,21,52.82,2,2,1209.74,0,0,Dormant
18,0,38,67.63,1,1,2464.14,0,0,Loyal
79,1,10,115.47,2,2,1139.4,1,1,At Risk
63,0,6,24.4,0,0,114.5,0,0,Dormant
48,1,52,17.17,2,1,919.46,0,0,Loyal
28,0,43,39.23,0,3,1594.55,0,0,Loyal
60,0,9,128.77,1,2,1129.71,1,1,At Risk
27,0,51,48.09,0,1,2484.7,1,0,Loyal
37,0,62,64.46,0,2,3972.7,1,1,At Risk
38,0,66,44.34,2,0,2954.67,0,0,Loyal
54,0,40,140.41,0,1,5609.95,0,1,At Risk
54,1,52,36.28,2,2,1920.03,0,0,Loyal
31,0,14,38.54,1,1,487.39,0,0,Dormant
75,0,1,61.01,1,3,52.33,0,0,Dormant
74,0,20,143.02,1,2,2807.18,0,0,Dormant
74,0,27,135.14,1,3,3570.93,1,1,At Risk
22,0,45,106.94,0,2,4823.28,0,0,Loyal
23,0,15,68.8,1,0,1021.02,0,0,Dormant
41,0,53,108.61,2,3,5673.91,0,0,Loyal
33,1,24,35.14,0,1,943.44,0,0,Dormant
77,0,43,104.82,1,3,4472.7,0,0,Loyal
40,1,31,10.45,0,1,395.09,0,0,Loyal
64,1,27,14.9,2,2,499.44,0,0,Loyal
55,1,36,13.73,0,3,528.91,0,0,Loyal
69,0,58,126.12,2,3,7313.28,0,0,Loyal
33,0,31,13.81,0,1,501.74,0,0,Loyal
68,0,65,63.58,0,1,4192.15,0,0,Loyal
69,0,20,83.86,1,2,1642.14,0,0,Dormant
30,2,19,23.11,2,2,438.54,0,0,Dormant
68,1,16,53.23,1,3,886.57,0,0,Dormant
62,0,27,75.44,0,3,1978.68,0,0,Loyal
25,0,56,116.42,2,2,6541.35,0,0,Loyal
55,1,13,117.36,0,0,1521.83,1,1,At Risk
49,1,6,52.34,0,0,339.49,0,1,At Risk
39,0,48,110.24,0,2,5298.65,1,1,At Risk
34,0,57,60.83,1,2,3485.68,0,0,Loyal
22,0,41,53.29,0,2,2201.66,0,0,Loyal
25,1,52,21.81,1,2,1207.13,0,0,Loyal
76,0,59,69.58,1,2,4134.95,0,0,Loyal
78,1,10,113.46,0,3,1142.26,1,1,At Risk
67,1,1,41.01,0,2,65.27,0,0,Dormant
47,0,24,144.84,0,1,3475.63,1,1,At Risk
36,1,28,113.63,1,2,3155.99,0,0,Loyal
29,0,20,63.5,1,2,1324.06,0,0,Dormant
42,0,57,84.1,0,3,4718.57,0,0,Loyal
61,0,69,42.79,0,2,3021.16,0,0,Loyal
30,0,62,32.21,0,1,1998.16,1,1,At Risk
21,0,36,134.38,0,2,4809.59,1,1,At Risk
76,1,6,40.94,2,2,265.56,1,1,At Risk
27,0,70,53.95,0,2,3828.13,0,0,Loyal
65,0,32,53.73,0,1,1668.17,0,0,Loyal
45,1,50,138.5,0,3,6957.86,0,0,Loyal
22,0,30,126.17,0,1,3744.89,1,1,At Risk
45,2,35,43.16,0,0,1484.31,0,0,Loyal
61,1,51,20.51,0,3,1093.77,0,0,Loyal
48,0,54,125.19,2,1,6793.53,0,0,Loyal
33,2,51,130.5,0,2,6624.56,0,0,Loyal
76,0,30,127.53,1,3,3866.8,0,0,Loyal
80,0,27,94.99,0,3,2619.09,0,0,Loyal
40,0,14,138.29,2,2,1995.07,0,0,Dormant
46,1,59,125.75,0,2,7436.26,1,1,At Risk
64,1,28,99.9,0,2,2805.65,0,0,Loyal
38,1,54,35.84,2,3,1899.46,0,0,Loyal
19,1,3,100.19,0,3,175.25,1,1,At Risk
40,0,33,125.44,2,2,4230.5,0,0,Loyal
33,1,31,125.11,2,3,3920.55,0,0,Loyal
28,1,44,84.91,2,1,3751.96,0,0,Loyal
71,1,27,64.54,1,1,1779.33,0,0,Loyal
76,0,52,68.22,0,2,3540.05,0,0,Loyal
26,1,68,86.01,0,0,5908.02,0,0,Loyal
19,0,21,50.63,0,3,1095.05,0,0,Dormant
35,0,13,61.76,0,1,827.09,0,0,Dormant
30,0,48,45.74,2,3,2258.7,0,0,Loyal
62,1,49,112.43,0,3,5539.06,1,1,At Risk
25,1,50,133.05,0,0,6632.53,1,1,At Risk
27,0,18,126.65,0,2,2283.34,1,1,At Risk
44,0,29,89.05,2,2,2557.53,0,0,Loyal
34,0,5,89.84,2,2,421.93,1,1,At Risk
41,1,13,56.98,0,3,788.82,0,0,Dormant
38,1,65,20.97,0,2,1373.98,0,0,Loyal
18,1,51,62.76,1,3,3169.89,0,0,Loyal
33,0,26,79.54,2,2,2115.26,0,0,Loyal
75,1,72,97.92,0,1,6983.07,1,1,At Risk
60,0,8,36.74,0,0,351.01,1,1,At Risk
50,1,1,74.12,0,1,162.68,1,1,At Risk
23,0,55,20.49,0,2,1050.17,0,0,Loyal
29,1,54,32.26,0,0,1757.57,0,0,Loyal
49,1,57,47.4,0,2,2719.92,0,0,Loyal
65,1,41,79.23,1,0,3228.9,0,0,Loyal
75,1,2,28.72,1,2,133.56,1,1,At Risk
28,0,16,117.28,2,2,1807.8,1,1,At Risk
35,2,34,141.34,0,0,4836.36,1,1,At Risk
19,1,67,72.16,2,3,4830.19,0,0,Loyal
49,1,17,79.81,0,0,1386.86,0,0,Dormant
66,0,28,75.98,1,0,2043.95,0,0,Loyal
66,1,41,69.45,0,2,2831.81,0,0,Loyal
37,1,51,149.54,1,1,7524.34,0,0,Loyal
38,2,10,31.5,0,3,320.14,1,0,Dormant
53,1,61,54.3,0,3,3371.26,1,1,At Risk
55,1,49,129.8,1,0,6307.88,0,0,Loyal
73,0,16,100.1,2,0,1582.86,0,0,Dormant
44,0,36,18.03,0,2,653.73,0,0,Loyal
64,0,42,125.37,0,0,5251.76,1,1,At Risk
28,0,18,112.46,0,1,1929.65,0,0,Dormant
35,1,30,47.28,1,0,1477.71,0,0,Loyal
34,0,3,57.67,0,1,129.13,0,1,At Risk
51,0,18,114.99,2,3,2057.4,0,0,Dormant
62,0,51,85.63,0,1,4404.18,1,1,At Risk
43,0,6,96.81,1,2,650.79,1,1,At Risk
79,0,40,15.45,0,2,586.15,0,0,Loyal
76,1,47,49.89,0,1,2360.71,0,0,Loyal
23,1,27,57.83,0,3,1532.53,0,0,Loyal
60,1,18,114.31,1,2,2085.06,0,0,Dormant
47,1,66,66.91,2,2,4375.17,0,0,Loyal
69,1,37,52.77,0,2,1982.03,1,1,At Risk
56,1,20,14.78,2,0,288.67,0,0,Dormant
79,0,7,91.46,0,3,681.16,1,1,At Risk
67,1,64,10.38,1,1,670.79,0,0,Loyal
49,0,51,103.05,2,3,5244.15,0,0,Loyal
34,1,12,116.83,0,3,1435.31,1,1,At Risk
30,1,61,126.64,2,1,7768.58,0,0,Loyal
70,1,27,78.44,0,0,1983.71,0,0,Loyal
